GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_co,restriction_type,governing_law
2848789,Colombia,,NATIONAL,,Masdevallia angulifera,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Masdevallia angulifera, Masdevallia olivacea",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848743,Colombia,,NATIONAL,,Masdevallia anisomorpha,Liliopsida,species,Orchidaceae,Masdevallia sp.,Rodrigoa anisomorpha,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848595,Colombia,,NATIONAL,,Masdevallia apparitio,Liliopsida,species,Orchidaceae,Apparition Masdevallia,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
2848580,Colombia,,NATIONAL,,Masdevallia arangoi,Liliopsida,species,Orchidaceae,Masdevallia sp.,Acinopetala arangoi,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848363,Colombia,,NATIONAL,,Masdevallia assurgens,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848239,Colombia,,NATIONAL,,Masdevallia buccinator,Liliopsida,species,Orchidaceae,Masdevallia sp.,Alaticaulia buccinator,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2849113,Colombia,,NATIONAL,,Masdevallia cacodes,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella cacodes,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2849067,Colombia,,NATIONAL,,Masdevallia caesia,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Byrsella caesia, Masdevallia deorsum, Masdevallia metallica",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848414,Colombia,,NATIONAL,,Masdevallia caudata,Liliopsida,species,Orchidaceae,Colibr<U+00ED>,"Masdevallia caudata xanthocorys, Masdevallia caudata gudotii, Masdevallia cucutillensis, Masdevallia expansa, Masdevallia shuttleworthii, Masdevallia shuttleworthii xanthocorys",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848298,Colombia,,NATIONAL,,Masdevallia cerastes,Liliopsida,species,Orchidaceae,Masdevallia sp.,Megema cerastes,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848955,Colombia,,NATIONAL,,Masdevallia clandestina,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848281,Colombia,,NATIONAL,,Masdevallia crescenticola,Liliopsida,species,Orchidaceae,Masdevallia sp.,Acinopetala crescenticola,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848509,Colombia,,NATIONAL,,Masdevallia discolor,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848221,Colombia,,NATIONAL,,Masdevallia dryada,Liliopsida,species,Orchidaceae,Masdevallia sp.,Petalodon dryadus,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848995,Colombia,,NATIONAL,,Masdevallia elephanticeps,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella elephanticeps,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848894,Colombia,,NATIONAL,,Masdevallia encephala,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848310,Colombia,,NATIONAL,,Masdevallia falcago,Liliopsida,species,Orchidaceae,Masdevallia sp.,Masdevallia trionyx,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848283,Colombia,,NATIONAL,,Masdevallia fasciata,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Dracula trinemoides, Masdevallia bathyschista, Masdevallia palmensis, Masdevallia restrepioidea, Masdevallia trinemoides, Rodrigoa fasciata",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2849033,Colombia,,NATIONAL,,Masdevallia foetens,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella foetens,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848972,Colombia,,NATIONAL,,Masdevallia fragrans,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella fragrans,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848395,Colombia,,NATIONAL,,Masdevallia gilbertoi,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848625,Colombia,,NATIONAL,,Masdevallia heteroptera,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Masdevallia fissa, Rodrigoa heteroptera",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848590,Colombia,,NATIONAL,,Masdevallia hians,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848824,Colombia,,NATIONAL,,Masdevallia hieroglyphica,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848381,Colombia,,NATIONAL,,Masdevallia hortensis,Liliopsida,species,Orchidaceae,Masdevallia sp.,Rodrigoa hortensis,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848205,Colombia,,NATIONAL,,Masdevallia hylodes,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella hylodes,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848054,Colombia,,NATIONAL,,Masdevallia ignea,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Masdevallia boddaertii, Masdevallia ignea citrina, Masdevallia ignea armeniaca, Masdevallia ignea aurantiaca, Masdevallia ignea boddaertii, Masdevallia ignea coccinea, Masdevallia ignea goorii, Masdevallia ignea grandiflora, Masdevallia ignea hobartii, Masdevallia ignea marschalliana, Masdevallia ignea massangeana, Masdevallia ignea pulchra, Masdevallia ignea rubescens, Masdevallia ignea splendens, Masdevallia ignea stobartiana, Masdevallia ignea superba, Masdevallia ignea tomasonii, Masdevallia ignea vuylstekeana",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
2849143,Colombia,,NATIONAL,,Masdevallia indecora,Liliopsida,species,Orchidaceae,Masdevallia sp.,Luzama indecora,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848970,Colombia,,NATIONAL,,Masdevallia leontoglossa,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella leontoglossa,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848472,Colombia,,NATIONAL,,Masdevallia ludibunda,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
4935157,Colombia,,NATIONAL,,Masdevallia macrura,Liliopsida,species,Orchidaceae,Masdevallia sp.,Megema macrura,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848510,Colombia,,NATIONAL,,Masdevallia mandarina,Liliopsida,species,Orchidaceae,Masdevallia sp.,Masdevallia xanthina mandarina,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848951,Colombia,,NATIONAL,,Masdevallia marthae,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848831,Colombia,,NATIONAL,,Masdevallia mastodon,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848670,Colombia,,NATIONAL,,Masdevallia medusa,Liliopsida,species,Orchidaceae,Masdevallia sp.,Alaticaulia medusa,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848553,Colombia,,NATIONAL,,Masdevallia mejiana,Liliopsida,species,Orchidaceae,Masdevallia sp.,Reichantha mejiana,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848486,Colombia,,NATIONAL,,Masdevallia melanoxantha,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Alaticaulia melanoxantha, Masdevallia asperrima",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848459,Colombia,,NATIONAL,,Masdevallia meleagris,Liliopsida,species,Orchidaceae,Masdevallia sp.,Rodrigoa meleagris,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848017,Colombia,,NATIONAL,,Masdevallia misasii,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Byrsella misasii, Masdevallia reflexa",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2849082,Colombia,,NATIONAL,,Masdevallia mooreana,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Byrsella mooreana, Masdevallia atroviolacea, Masdevallia sororcula",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848733,Colombia,,NATIONAL,,Masdevallia mutica,Liliopsida,species,Orchidaceae,Masdevallia sp.,Fissia mutica,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848665,Colombia,,NATIONAL,,Masdevallia navicularis,Liliopsida,species,Orchidaceae,Masdevallia sp.,Alaticaulia navicularis,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848474,Colombia,,NATIONAL,,Masdevallia niesseniae,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
2848410,Colombia,,NATIONAL,,Masdevallia nivea,Liliopsida,species,Orchidaceae,Masdevallia sp.,Masdevallia purpurella nivea,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848092,Colombia,,NATIONAL,,Masdevallia odontocera,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848886,Colombia,,NATIONAL,,Masdevallia os-draconis,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848940,Colombia,,NATIONAL,,Masdevallia oscarii,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella oscarii,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848724,Colombia,,NATIONAL,,Masdevallia pachyantha,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Byrsella pachyantha, Masdevallia hoppii, Masdevallia pachyantha hoppii",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848672,Colombia,,NATIONAL,,Masdevallia pachysepala,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Byrsella pachysepala, Masdevallia elephanticeps pachysepala",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848228,Colombia,,NATIONAL,,Masdevallia pardina,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Byrsella pardina, Masdevallia aequatorialis",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848117,Colombia,,NATIONAL,,Masdevallia pastinata,Liliopsida,species,Orchidaceae,Masdevallia sp.,Alaticaulia pastinata,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2847989,Colombia,,NATIONAL,,Masdevallia,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Acinopetala, Alaticaulia, Buccella, Byrsella, Fissia, Jostia, Luzama, Megema, Petalodon, Portillia, Regalia, Reichantha, Rodrigoa, Spectaculum, Spilotantha, Streptoura, Triotosiphon, Zahleria",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848984,Colombia,,NATIONAL,,Masdevallia pteroglossa,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Masdevallia wageneriana colombiana, Masdevallia wageneriana pteroglossa, Masdevallia xerophila",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848832,Colombia,,NATIONAL,,Masdevallia purpurella,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848557,Colombia,,NATIONAL,,Masdevallia racemosa,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Masdevallia racemosa crossii, Spectaculum racemosum",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848146,Colombia,,NATIONAL,,Masdevallia renzii,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848020,Colombia,,NATIONAL,,Masdevallia rhinophora,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848593,Colombia,,NATIONAL,,Masdevallia saltatrix,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848505,Colombia,,NATIONAL,,Masdevallia sanctae-rosae,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Byrsella sanctae-rosae, Pleurothallis sanctae-rosae",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848166,Colombia,,NATIONAL,,Masdevallia schizantha,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848093,Colombia,,NATIONAL,,Masdevallia schlimii,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Alaticaulia schlimii, Masdevallia polyantha, Masdevallia schlimii polyantha",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848013,Colombia,,NATIONAL,,Masdevallia schmidt-mummii,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2849018,Colombia,,NATIONAL,,Masdevallia scobina,Liliopsida,species,Orchidaceae,Masdevallia sp.,Alaticaulia scobina,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848988,Colombia,,NATIONAL,,Masdevallia segurae,Liliopsida,species,Orchidaceae,Masdevallia sp.,Rodrigoa segurae,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848796,Colombia,,NATIONAL,,Masdevallia sernae,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Alaticaulia carolloi, Alaticaulia sernae, Masdevallia carolloi",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848947,Colombia,,NATIONAL,,Masdevallia siphonantha,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848120,Colombia,,NATIONAL,,Masdevallia stenorhynchos,Liliopsida,species,Orchidaceae,Masdevallia sp.,Alaticaulia stenorhynchos,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848216,Colombia,,NATIONAL,,Masdevallia strumosa,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848958,Colombia,,NATIONAL,,Masdevallia sumapazensis,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella sumapazensis,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848769,Colombia,,NATIONAL,,Masdevallia trochilus,Liliopsida,species,Orchidaceae,Colibr<U+00ED>,"Alaticaulia trochilus, Masdevallia colibri, Masdevallia ephippium",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848448,Colombia,,NATIONAL,,Masdevallia urceolaris,Liliopsida,species,Orchidaceae,Masdevallia sp.,Masdevallia kalbreyeri,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848278,Colombia,,NATIONAL,,Masdevallia valenciae,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848749,Colombia,,NATIONAL,,Masdevallia velella,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella velella,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
4935159,Colombia,,NATIONAL,,Masdevallia velifera,Liliopsida,species,Orchidaceae,Masdevallia sp.,Byrsella velifera,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2849133,Colombia,,NATIONAL,,Masdevallia ventricularia,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Masdevallia ventricularia ventricularia, Masdevallia ventricularia brevicaudata",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848878,Colombia,,NATIONAL,,Masdevallia vieirana,Liliopsida,species,Orchidaceae,Masdevallia sp.,Zahleria vieirana,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848753,Colombia,,NATIONAL,,Masdevallia virgo-cuencae,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Alaticaulia virgo-cuencae, Masdevallia orchipayanensium",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848466,Colombia,,NATIONAL,,Masdevallia wuellneri,Liliopsida,species,Orchidaceae,Masdevallia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848168,Colombia,,NATIONAL,,Masdevallia xanthina,Liliopsida,species,Orchidaceae,Masdevallia sp.,"Masdevallia pallida, Masdevallia xanthina pallida, Masdevallia xanthina xanthina",Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2848890,Colombia,,NATIONAL,,Masdevallia zapatae,Liliopsida,species,Orchidaceae,Masdevallia sp.,Petalodon zapatae,Orchidaceae; Res. 1912/2017 threatened flora,Masdevallia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2850635,Colombia,,NATIONAL,,Miltoniopsis phalaenopsis,Liliopsida,species,Orchidaceae,Santa B<U+00E1>rbara | Pensamiento de monte,"Miltonia phalaenopsis, Miltonia pulchella, Odontoglossum phalaenopsis",Orchidaceae; Res. 1912/2017 threatened flora,Miltoniopsis,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
6315135,Colombia,,NATIONAL,,Oncidium alberti,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum alberti,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826348,Colombia,,NATIONAL,,Oncidium alexandrae,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum alexandrae, Odontoglossum alexandrae cooksonii, Odontoglossum alexandrae giganteum, Odontoglossum alexandrae guttatum, Odontoglossum alexandrae outramii, Odontoglossum alexandrae stevensii, Odontoglossum alexandrae trianae, Odontoglossum alexandrae warneri, Odontoglossum alexandrae wilsonii, Odontoglossum bluntii, Odontoglossum crispum, Odontoglossum crispum hyperxanthum, Odontoglossum crispum chestertonii, Odontoglossum crispum flaveolum, Odontoglossum crispum latranum, Odontoglossum crispum lehmannii, Odontoglossum crispum lyntanthum, Odontoglossum crispum plumatum, Odontoglossum crispum reginae, Odontoglossum crispum wolstenholmiae, Odontoglossum crispum wrigleyanum, Odontoglossum edithae, Odontoglossum edithiae, Odontoglossum latimaculatum, Odontoglossum reichenbachianum, Odontoglossum warocqueanum, Oncidium alexandrae hyperxanthum",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
6315149,Colombia,,NATIONAL,,Oncidium alvarezii,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum alvarezii,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826398,Colombia,,NATIONAL,,Oncidium aspidorhinum,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum aspidorhinum,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5543287,Colombia,,NATIONAL,,Oncidium auriculatum,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum auriculatum,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826379,Colombia,,NATIONAL,,Oncidium blandum,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum blandum,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826356,Colombia,,NATIONAL,,Oncidium crinitum,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum crinitum, Odontoglossum popayanense",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826330,Colombia,,NATIONAL,,Oncidium crocidipterum,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum crocidipterum, Odontoglossum crocidipterum dormanianum, Odontoglossum dormanianum, Oncidium crocidipterum crocidipterum",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826372,Colombia,,NATIONAL,,Oncidium gloriosum,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum gloriosum, Odontoglossum gloriosum flaviflorum, Oncidium gloriosum flaviflorum",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
